,Orpha_code,Orphanet_disorder,ICD_10,Relationship,Description,Genes,Orpha Code,ICD-11 code
5007,468661,Autosomal recessive spastic paraplegia type 74,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5008,468684,CCDC115-CDG,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5009,468726,Severe primary trimethylaminuria,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5010,468699,SLC39A8-CDG,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5011,401785,Autosomal recessive spastic paraplegia type 62,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5012,401780,Autosomal recessive spastic paraplegia type 61,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5013,401800,Autosomal recessive spastic paraplegia type 60,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5014,401795,Autosomal recessive spastic paraplegia type 59,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5015,401768,Proximal myopathy with extrapyramidal signs,G71.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5016,401764,Pancytopenia-developmental delay syndrome,D61.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5017,401777,Optic atrophy-intellectual disability syndrome,H47.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5018,401830,Autosomal recessive spastic paraplegia type 69,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5019,401835,Autosomal recessive spastic paraplegia type 70,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5020,401840,Autosomal recessive spastic paraplegia type 71,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5021,401805,Autosomal recessive spastic paraplegia type 63,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5022,401810,Autosomal recessive spastic paraplegia type 64,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5023,401815,Autosomal recessive spastic paraplegia type 66,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5024,401820,Autosomal recessive spastic paraplegia type 67,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5025,401866,Childhood-onset spasticity with hyperglycinemia,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5026,401869,Multiple mitochondrial dysfunctions syndrome type 1,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5027,401874,Multiple mitochondrial dysfunctions syndrome type 2,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5028,401849,Autosomal spastic paraplegia type 72,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5029,401854,Lipoic acid biosynthesis defect,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5030,401859,Lipoic acid synthetase deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5031,401862,Lipoyl transferase 1 deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5032,399998,Male infertility due to obstructive azoospermia of genetic origin,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5033,399994,Rare male infertility due to adrenal disorder of genetic origin,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5034,399983,Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5035,399882,Rare female infertility due to an implantation defect,N97.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5036,399877,Rare female infertility due to gonadal dysgenesis,N97.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5037,400025,Female infertility due to an implantation defect of genetic origin,N97.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5038,400022,Rare female infertility due to an anomaly of ovarian function of genetic origin,N97.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5039,400011,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,N97.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5040,402823,Hepatitis delta,B17.0,E (Exact mapping: the two concepts are equivalent),,,,
5041,401920,Fibrolamellar hepatocellular carcinoma,C22.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5042,401911,AXIN2-related attenuated familial adenomatous polyposis,D12.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5043,401901,Huntington disease-like syndrome due to C9ORF72 expansions,G10,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5044,401942,Familial median cleft of the upper and lower lips,Q36.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5045,401935,14q24.1q24.3 microdeletion syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5046,401923,9q31.1q31.3 microdeletion syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5047,401959,Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome,Q04.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5048,401953,Episodic ataxia with slurred speech,G11.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5049,401948,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,E74.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5050,401945,Moyamoya disease with early-onset achalasia,I67.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5051,401986,1p31p32 microdeletion syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5052,401979,"Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type",Q77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5053,401973,MEND syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5054,401964,Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5055,402003,Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5056,402007,Lichen myxedematosus,L98.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5057,401993,Cold-induced sweating syndrome-hyperthermia spectrum,G90.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5058,401996,Karyomegalic interstitial nephritis,N11.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5059,402017,Acute myeloid leukemia with t(9;11)(p22;q23),C92.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5060,402020,Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2),C92.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5061,402014,Acute myeloid leukemia with t(6;9)(p23;q34),C92.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5062,402029,Primary eosinophilic gastrointestinal disease,K52.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5063,402035,Eosinophilic colitis,K52.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5064,402023,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),C94.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5065,402026,Acute myeloid leukemia with NPM1 somatic mutations,C92.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5066,402082,Progressive myoclonic epilepsy type 5,G40.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5067,402364,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,Q04.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5068,402041,Autosomal recessive distal renal tubular acidosis,N25.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5069,402075,Familial bicuspid aortic valve,Q23.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5070,806,Scott syndrome,D69.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5071,404469,Rare female infertility due to oocyte maturation defect,N97.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5072,404473,Severe intellectual disability-progressive spastic diplegia syndrome,G80.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5073,404463,Multisystemic smooth muscle dysfunction syndrome,I73.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5074,404466,Female infertility due to zona pellucida defect,N97.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5075,404451,FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5076,404454,Alacrimia-choreoathetosis-liver dysfunction syndrome,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5077,404443,Tatton-Brown-Rahman syndrome,Q87.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5078,404448,ADNP syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5079,404437,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,G98,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5080,404440,Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5081,404560,Familial atypical multiple mole melanoma syndrome,C43.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5082,404553,Vasculitis due to ADA2 deficiency,M30.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5083,404546,DITRA,L40.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5084,404538,X-linked distal hereditary motor neuropathy,G12.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5085,404521,Spinal muscular atrophy with respiratory distress type 2,G12.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5086,404514,Acquired cystic disease-associated renal cell carcinoma,C64,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5087,404511,Clear cell papillary renal cell carcinoma,C64,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5088,404507,Chondromyxoid fibroma,D16.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5089,404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,G11.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5090,404493,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,G11.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5091,404481,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome,G11.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5092,404476,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,Q87.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5093,411527,Central retinal vein occlusion,H34.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5094,411536,Mild phosphoribosylpyrophosphate synthetase superactivity,E79.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5095,411543,Severe phosphoribosylpyrophosphate synthetase superactivity,E79.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5096,411590,Wolfram-like syndrome,E13.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5097,411593,Insulin autoimmune syndrome,E16.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5098,411602,Hereditary late-onset Parkinson disease,G20,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5099,411629,Infantile nephropathic cystinosis,E72.0+,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5100,411629,Infantile nephropathic cystinosis,N16.3*,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5101,411493,Pontocerebellar hypoplasia type 10,Q04.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5102,411501,Williams-Campbell syndrome,Q33.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5103,411511,Angelman syndrome due to a point mutation,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5104,411515,Angelman syndrome due to imprinting defect in 15q11-q13,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5105,411777,Generalized eruptive keratoacanthoma,L85.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5106,411712,Maternal riboflavin deficiency,P00.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5107,411986,Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5108,412035,13q12.3 microdeletion syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5109,412022,Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5110,411641,Ocular cystinosis,E72.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5111,411634,Juvenile nephropathic cystinosis,E72.0+,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5112,411634,Juvenile nephropathic cystinosis,N16.3*,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5113,411696,Proton-pump inhibitor-responsive esophageal eosinophilia,K20,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5114,411709,Renal agenesis,Q60.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5115,411709,Renal agenesis,Q60.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5116,411709,Renal agenesis,Q60.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5117,411703,Pulmonary non-tuberculous mycobacterial infection,A31.0,E (Exact mapping: the two concepts are equivalent),,,,
5118,376724,Generalized isolated dystonia,G24.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5119,371861,Genetic hyperaldosteronism,E26.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5120,371235,Congenital disorder of glycosylation with developmental anomaly,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5121,371207,Congenital disorder of glycosylation with nephropathy as a major feature,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5122,371200,Congenital disorder of glycosylation with skin involvement,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5123,371212,Congenital disorder of glycosylation with deafness as a major feature,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5124,371433,Genetic periodic paralysis,G72.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5125,371428,Multicentric osteolysis-nodulosis-arthropathy spectrum,M89.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5126,371364,Hypotonia-speech impairment-severe cognitive delay syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5127,391711,Persistent combined dystonia,G24.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5128,391673,Necrotizing enterocolitis,P77,E (Exact mapping: the two concepts are equivalent),,,,
5129,391677,Short stature-optic atrophy-Pelger-Huët anomaly syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5130,391723,Mucinous adenocarcinoma of the appendix,C18.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5131,391474,Frontorhiny,Q75.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5132,391504,Transient neonatal myasthenia gravis,P94.0,E (Exact mapping: the two concepts are equivalent),,,,
5133,391497,Juvenile myasthenia gravis,G70.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5134,391490,Adult-onset myasthenia gravis,G70.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5135,391487,Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,K63.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5136,391646,Feingold syndrome type 2,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5137,391641,Feingold syndrome type 1,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5138,391665,Homozygous familial hypercholesterolemia,E78.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5139,391651,Glomus tumor,D18.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5140,391343,Fatal post-viral neurodegenerative disorder,G04.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5141,391348,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5142,391351,SURF1-related Charcot-Marie-Tooth disease type 4,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5143,391372,Intellectual disability-severe speech delay-mild dysmorphism syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5144,391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,E72.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5145,391384,Familial episodic pain syndrome,M79.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5146,391389,Familial episodic pain syndrome with predominantly upper body involvement,M79.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5147,391392,Familial episodic pain syndrome with predominantly lower limb involvement,M79.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5148,391397,Hereditary sensory and autonomic neuropathy type 7,G60.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5149,391408,Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5150,391411,Atypical juvenile parkinsonism,G20,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5151,391417,HSD10 disease,E72.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5152,391428,"HSD10 disease, infantile type",E72.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5153,391457,"HSD10 disease, neonatal type",E72.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5154,391307,Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5155,391316,Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression,G40.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5156,391311,Susceptibility to viral and mycobacterial infections due to STAT1 deficiency,D84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5157,391327,X-linked calvarial hyperostosis,M85.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5158,391320,East Texas bleeding disorder,D68.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5159,391330,X-linked osteoporosis with fractures,M80.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5160,398063,Refractory celiac disease,K90.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5161,398058,Squamous cell carcinoma of the penis,C60.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5162,398058,Squamous cell carcinoma of the penis,C60.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5163,398058,Squamous cell carcinoma of the penis,C60.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5164,398058,Squamous cell carcinoma of the penis,C60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5165,398058,Squamous cell carcinoma of the penis,C60.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5166,398053,Adenocarcinoma of the penis,C60.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5167,398053,Adenocarcinoma of the penis,C60.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5168,398053,Adenocarcinoma of the penis,C60.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5169,398053,Adenocarcinoma of the penis,C60.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5170,398053,Adenocarcinoma of the penis,C60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5171,398043,Malignant tumor of penis,C60.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5172,398043,Malignant tumor of penis,C60.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5173,398043,Malignant tumor of penis,C60.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5174,398043,Malignant tumor of penis,C60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5175,398043,Malignant tumor of penis,C60.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5176,397973,Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5177,397968,Charcot-Marie-Tooth disease type 2R,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5178,397964,Combined immunodeficiency due to MALT1 deficiency,D81.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5179,397959,TCR-alpha-beta-positive T-cell deficiency,D81.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5180,397951,Microcephaly-thin corpus callosum-intellectual disability syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5181,397946,Autosomal spastic paraplegia type 58,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5182,397941,MAN1B1-CDG,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5183,397937,Polyglucosan body myopathy type 1,E74.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5184,397933,Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5185,397927,Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome,Q87.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5186,397922,Ferro-cerebro-cutaneous syndrome,G23.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5187,397787,Severe combined immunodeficiency due to IKK2 deficiency,D81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5188,397802,T+ B+ severe combined immunodeficiency,D81.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5189,397755,Periodic paralysis with transient compartment-like syndrome,G72.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5190,397758,Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies,H35.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5191,397744,Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5192,397750,Periodic paralysis with later-onset distal motor neuropathy,G72.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5193,397725,COASY protein-associated neurodegeneration,G23.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5194,397735,Autosomal dominant Charcot-Marie-Tooth disease type 2U,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5195,397709,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5196,397715,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,Q04.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5197,397692,Hereditary isolated aplastic anemia,D61.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5198,397695,3q27.3 microdeletion syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5199,397623,Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5200,397685,Familial hyperprolactinemia,E22.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5201,397615,Obesity due to CEP19 deficiency,E66.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5202,397618,Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome,Q15.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5203,397596,Activated PI3K-delta syndrome,D81.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5204,397593,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5205,397612,Macrocephaly-developmental delay syndrome,Q75.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5206,397606,PrP systemic amyloidosis,G60.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5207,397590,Silver-Russell syndrome due to a point mutation,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5208,397587,Deep dermatophytosis,B35.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5209,394532,"Multiple acyl-CoA dehydrogenase deficiency, mild type",E71.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5210,394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",E71.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5211,399839,Rare female infertility due to a congenital hypogonadotropic hypogonadism,N97.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5212,399831,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder,N97.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5213,399813,Male infertility due to sperm motility disorder,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5214,399853,Rare female infertility due to an anomaly of ovarian function,N97.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5215,399771,Male infertility due to sperm disorder,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5216,399764,Male infertility due to gonadal dysgenesis or sperm disorder,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5217,399685,Rare male infertility due to testicular endocrine disorder,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5218,399584,Rare male infertility due to adrenal disorder,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5219,399808,Male infertility with teratozoospermia due to single gene mutation,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5220,399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5221,399786,Male infertility with spermatogenesis disorder due to single gene mutation,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5222,399775,Male infertility with spermatogenesis disorder,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5223,399329,Epiphysiolysis of the hip,M93.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5224,399391,Osteochondrosis of genetic origin,M93.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
